sID	Query	Preventer	DataSet	rating	justification	Cluster	Attention_Confirmation	Age	Sex	Technical_issues	Duration
112	test query: singular prevention	Sufficient preventer	0_120_90_30	100	As clearly depicted all the vaccinated mouse survived, whereas Many of the unvaccinated didn't survive. That is a clear indication that the vaccine played a huge in the survival of the randomly selected mice.	Equation_1	1	35	2	No technical issues during the course of the study.	1575
113	test query: singular prevention	Sufficient preventer	0_120_90_30	90	The vaccine seems to be very effective for this particular strain of the bacteria. Almost all of the mice without vaccine are dead	Equation_6	1	32	1	I had to reload one of the animations, it's probably because my internet was slow at that particular moment a little bit.	796
19	test query: singular prevention	Sufficient preventer	0_120_90_30	89	I higher amount of mice died that were unvaccinated... so more likely the vaccine saved the mouse	Equation_6	1	37	2	-99	339
23	test query: singular prevention	Sufficient preventer	0_120_90_30	80	It is clear that 100% of the vaccinated group survived, but since approximately 20% survived without the vaccine, it cannot be proven that the vaccine was 100 % effective.	Equation_6	1	60	2	N/A	1270
25	test query: singular prevention	Sufficient preventer	0_120_90_30	70	Vaccinated all survived, about 70% would have died, so 70% certain the mouse woud have died.	Equation_6	1	38	1	Not a technical issue, but I've just realised that on all but the last question, I got my rating the wrong way around. I meant 70%, not 30% for example. Wish I had a back pedal button to check.	804
29	test query: singular prevention	Sufficient preventer	0_120_90_30	96	It was probable that it was the vaccine that prevented death of the mice in the vaccine group, as the disease was very deadly in the control group - however cannot be 100% sure as some of the unvaccinated survived the disease - so therefore it could've been the mice's own immune response that prevented death	Equation_1	1	21	1	-99	910
31	test query: singular prevention	Sufficient preventer	0_120_90_30	80	not many unvaccinated mice survived although some managed to, due to luck or natural immunity?	Equation_1	1	60	2	-99	600
34	test query: singular prevention	Sufficient preventer	0_120_90_30	80	Vaccinated group showed no deaths.	Equation_1	1	22	1	-99	413
42	test query: singular prevention	Sufficient preventer	0_120_90_30	100	The same reasoning as the previous experiment is still valid. The only difference is that this strain is less deadly.	Equation_1	1	52	1	-99	979
45	test query: singular prevention	Sufficient preventer	0_120_90_30	90	Only approximately 10 percent of the control group seems to have natural immunity	Equation_6	1	28	1	-99	369
48	test query: singular prevention	Sufficient preventer	0_120_90_30	90	The results were too overwhelming to indicate anything other than it was  the vaccine which had prevented death. If 40-50% of the control group had died, other factors might have been said to come into play. Yet, I don't think it is 100% certain because other factors- existing anti-bodies/ innate resistance-s will always play a role	Equation_1	1	54	2	None	650
54	test query: singular prevention	Sufficient preventer	0_120_90_30	100	The bacteria seems quite lethal, the large number of casualties from the control group are the reason for my rating.	Equation_1	1	19	1	-99	978
56	test query: singular prevention	Sufficient preventer	0_120_90_30	62	about a quarter of the non vaccinated mice survived, 50% chance of exposure + (1/4*50)	Equation_6	1	37	2	-99	653
59	test query: singular prevention	Sufficient preventer	0_120_90_30	87	None of the mice died on vaccinated, but some were alive on non-vaccinated.	Equation_6	1	19	1	-99	1735
64	test query: singular prevention	Sufficient preventer	0_120_90_30	80	Not all mice in the non-vaccinated group died, so some must be able to survive without vaccination	Equation_6	1	28	1	-99	1718
68	test query: singular prevention	Sufficient preventer	0_120_90_30	95	These vaccines seem to really do the trick.	Equation_1	1	33	1	-99	442
7	test query: singular prevention	Sufficient preventer	0_120_90_30	100	This example shows 100% of the vaccinated mice living while 75% of the control group died. It seems clear to me that the vaccine protected the randomly selected mouse.	Equation_1	1	51	2	Not applicable.	880
73	test query: singular prevention	Sufficient preventer	0_120_90_30	99	As not a single mouse died after vaccination, it seems likely that the vaccine prevented this	Equation_1	1	62	2	-99	679
75	test query: singular prevention	Sufficient preventer	0_120_90_30	100	None of the vaccinated mice died	Equation_1	1	20	1	No. Everything was alright. Thank You!	773
83	test query: singular prevention	Sufficient preventer	0_120_90_30	88	None vaccinated died. The control sample died very quickly. More died compared to the previous sample.	Equation_6	1	20	2	-99	396
86	test query: singular prevention	Sufficient preventer	0_120_90_30	100	A large percentage of the unvaccinated mice died.  None of the vaccinated mice died.	Equation_1	1	51	1	-99	330
89	test query: singular prevention	Sufficient preventer	0_120_90_30	70	In the control group, it appears that 3/10 mice, even when exposed to the bacteria without vaccination survive that exposure. I assumed this would be the same in the vaccinated group (given that the control is representative of the population as a whole) and so 7/10 mice would have survived due to previous vaccination.	Equation_6	1	21	1	-99	635
90	test query: singular prevention	Sufficient preventer	0_120_90_30	100	mice on the left all survived due to the vaccine they all had that in common	Equation_1	1	19	1	-99	425
98	test query: singular prevention	Sufficient preventer	0_120_90_30	100	No mice died in the vaccination sample but many mice died in the control group.	Equation_1	1	37	2	-99	897
104	test query: singular prevention	Sufficient preventer	0_120_60_60	89	none of the group died, most of the other one died.	Equation_1	1	21	2	-99	855
105	test query: singular prevention	Sufficient preventer	0_120_60_60	90	Half the non vaccinated mice died, it is likely the vaccine was effective	Equation_1	1	26	2	None	450
112	test query: singular prevention	Sufficient preventer	0_120_60_60	100	No doubt the vaccines played a part in the survival of the mice, if it had fall amongst the unvaccinated sample it might have died.	Equation_1	1	35	2	No technical issues during the course of the study.	1575
113	test query: singular prevention	Sufficient preventer	0_120_60_60	80	Most unvaccinated mice have died, so obviously, the vaccine is having a big impact	Equation_6	1	32	1	I had to reload one of the animations, it's probably because my internet was slow at that particular moment a little bit.	796
19	test query: singular prevention	Sufficient preventer	0_120_60_60	72	Around a third of the non vaccinated mice survives so there was a slim chance this mouse would have survived without the vaccine	Equation_6	1	37	2	-99	339
23	test query: singular prevention	Sufficient preventer	0_120_60_60	50	It appears to be approximately a 50/50 death rate. Therefore I draw my conclusion that there is a 50/50 chance of effectiveness.	Equation_6	1	60	2	N/A	1270
25	test query: singular prevention	Sufficient preventer	0_120_60_60	48	The mortality rate looks a little under 50% in unvaccinated group. They all survived in the vaccinated group, so any mouse was a little under 50% likely to die and therefore 50% likely to have survivrd due to vaccination.	Equation_6	1	38	1	Not a technical issue, but I've just realised that on all but the last question, I got my rating the wrong way around. I meant 70%, not 30% for example. Wish I had a back pedal button to check.	804
29	test query: singular prevention	Sufficient preventer	0_120_60_60	90	Fairly confident that it was the vaccine, however cannot be 100% sure it was the vaccine as some of the unvaccinated control mice survived. Therefore, instead of it being the vaccination that prevented death in the vaccine group, it could've been the fact that the disease <100% fatal - for some of the mice it wasn't deadly enough	Equation_1	1	21	1	-99	910
31	test query: singular prevention	Sufficient preventer	0_120_60_60	100	it seems almost half of unvaccinated mice died yet not one vaccinated so It suggests vaccination prevented the death	Equation_1	1	60	2	-99	600
34	test query: singular prevention	Sufficient preventer	0_120_60_60	90	None of the mice in the vaccinated group died. Again, this effect seems too large to be down to chance alone	Equation_1	1	22	1	-99	413
42	test query: singular prevention	Sufficient preventer	0_120_60_60	100	Again, the previous reasons are still valid but this strain was less deadly (50% mortality rate)	Equation_1	1	52	1	-99	979
45	test query: singular prevention	Sufficient preventer	0_120_60_60	80	Approximately 80% of the mice died in the control group. The remaining 20% may have had natural immunity.	Equation_6	1	28	1	-99	369
48	test query: singular prevention	Sufficient preventer	0_120_60_60	75	There were quite a few alive in the unvaccinated group so some inbuilt resistance to the strain may also have played a part rather than it just being the vaccine.	Equation_1	1	54	2	None	650
54	test query: singular prevention	Sufficient preventer	0_120_60_60	100	This strain of bacteria seems quite deadly. Looking at how a large number of the unvaccinated group died, I feel that the vaccine prevented all the mice from the first group from dying.	Equation_1	1	19	1	-99	978
56	test query: singular prevention	Sufficient preventer	0_120_60_60	75	50+(50/2)	Equation_6	1	37	2	-99	653
59	test query: singular prevention	Sufficient preventer	0_120_60_60	73	Most of the un-vaccinated mice's survived	Equation_6	1	19	1	-99	1735
64	test query: singular prevention	Sufficient preventer	0_120_60_60	60	Still a large proportion of mice un-vaccinated survived	Equation_6	1	28	1	-99	1718
68	test query: singular prevention	Sufficient preventer	0_120_60_60	100	All the mice that were vaccinated survived.	Equation_1	1	33	1	-99	442
7	test query: singular prevention	Sufficient preventer	0_120_60_60	100	In this case, 100% of the vaccinated mice lived, and 50% of the control group died. As before, this is such a high mortality group for the control group that I feel confident the vaccine kept the mouse alive.	Equation_1	1	51	2	Not applicable.	880
73	test query: singular prevention	Sufficient preventer	0_120_60_60	70	As not a single mouse died after vaccination, it seems likely that the vaccine prevented this.  Approx 30% remained alive in unvaccinated group hence answer	Equation_1	1	62	2	-99	679
75	test query: singular prevention	Sufficient preventer	0_120_60_60	70	pretty much-unvaccinated mice died	Equation_1	1	20	1	No. Everything was alright. Thank You!	773
83	test query: singular prevention	Sufficient preventer	0_120_60_60	77	None in the sample died.  About half in the control died. It's highly likely that the vaccinated group gained some kind of resistance.	Equation_6	1	20	2	-99	396
86	test query: singular prevention	Sufficient preventer	0_120_60_60	100	None of the vaccinated mice died.  A lot of the unvaccinated mice died.	Equation_1	1	51	1	-99	330
89	test query: singular prevention	Sufficient preventer	0_120_60_60	40	40% of mice die when unvaccinated meaning that this proportion who survived in the vaccinated group were likely due to the vaccine.	Equation_6	1	21	1	-99	635
90	test query: singular prevention	Sufficient preventer	0_120_60_60	100	its the same reason the mice on the left all survived and they had one thing in common they all had the vaccination allowing them all to survive.	Equation_1	1	19	1	-99	425
98	test query: singular prevention	Sufficient preventer	0_120_60_60	100	In the vaccinated group of mice none died.  In the control, many died.	Equation_1	1	37	2	-99	897
104	test query: singular prevention	Sufficient preventer	0_120_30_90	82	None of the group died, and half of the other one died.	Equation_1	1	21	2	-99	855
105	test query: singular prevention	Sufficient preventer	0_120_30_90	80	None of the mice from the vaccinated sample died while a quarter of non vaccinated mice died. The mouse could have survived itself however it seems highly probable that the vaccination was effective.	Equation_1	1	26	2	None	450
112	test query: singular prevention	Sufficient preventer	0_120_30_90	100	undoubtedly the vaccine played a role in the survival of the randomly selected mice. Without it, it probably wouldn't have survived.	Equation_1	1	35	2	No technical issues during the course of the study.	1575
113	test query: singular prevention	Sufficient preventer	0_120_30_90	25	many mice have survived even without the vaccination, therefore, reducing the chances of the vaccine resulting in the vaccinated mice to have survived	Equation_6	1	32	1	I had to reload one of the animations, it's probably because my internet was slow at that particular moment a little bit.	796
19	test query: singular prevention	Sufficient preventer	0_120_30_90	21	Only a small percentage of the unvaccinated mice died, likely this mouse would have survived had he not been vaccinated	Equation_6	1	37	2	-99	339
23	test query: singular prevention	Sufficient preventer	0_120_30_90	25	I base it on the same theories as prior. There is about a 25% death rate.	Equation_6	1	60	2	N/A	1270
25	test query: singular prevention	Sufficient preventer	0_120_30_90	30	30% died, so 30% of the vaccinated mice may have died without vaccination.	Equation_6	1	38	1	Not a technical issue, but I've just realised that on all but the last question, I got my rating the wrong way around. I meant 70%, not 30% for example. Wish I had a back pedal button to check.	804
29	test query: singular prevention	Sufficient preventer	0_120_30_90	90	Because not all of the unvaccinated mice were killed by the disease, it must indicate that the disease is not fatal to all. Therefore there is a chance that some of the vaccinated group weren't necessarily prevented from contracting the disease, and so the disease was simply not 'deadly' enough for them, hence why they survived rather than the vaccination.	Equation_1	1	21	1	-99	910
31	test query: singular prevention	Sufficient preventer	0_120_30_90	49	not enough unvaccinated mice dies to prove the effectiveness of the vaccine	Equation_1	1	60	2	-99	600
34	test query: singular prevention	Sufficient preventer	0_120_30_90	90	Assuming the mice in each group are otherwise similar, the effect size seems too large to be down to chance alone	Equation_1	1	22	1	-99	413
42	test query: singular prevention	Sufficient preventer	0_120_30_90	100	The same reasoning but this strain only had a 30% mortality rate	Equation_1	1	52	1	-99	979
45	test query: singular prevention	Sufficient preventer	0_120_30_90	50	Approximately 50% of the mice died in the control group. The survivors may have had natural immunity.	Equation_6	1	28	1	-99	369
48	test query: singular prevention	Sufficient preventer	0_120_30_90	75	It looks like the vaccine was still quite efficacious as all the vaccinated sample survived.	Equation_1	1	54	2	None	650
54	test query: singular prevention	Sufficient preventer	0_120_30_90	30	This strain seems a bit less lethal. Most of the unvaccinated mice survived, so I don't feel that the vaccine had much to do with it.	Equation_1	1	19	1	-99	978
56	test query: singular prevention	Sufficient preventer	0_120_30_90	50	its 50/50 if the mouse got the disease from exposure in the first place, if they weren't exposed then its not the vaccines that prevented the mouse from dying.	Equation_6	1	37	2	-99	653
59	test query: singular prevention	Sufficient preventer	0_120_30_90	33	most of un-vaccinated mices lived	Equation_6	1	19	1	-99	1735
64	test query: singular prevention	Sufficient preventer	0_120_30_90	40	Fatality rate in non-vaccinated group not very high, so possible mouse would survive anyway	Equation_6	1	28	1	-99	1718
68	test query: singular prevention	Sufficient preventer	0_120_30_90	92	I mean some of the mice might have survived but the vaccine seems to be very effective.	Equation_1	1	33	1	-99	442
7	test query: singular prevention	Sufficient preventer	0_120_30_90	100	In this example, all of the vaccinated mice lived, while 25% of the control group mice died. This is a dramatic difference, so I think the vaccination definitely prevented the mouse from dying.	Equation_1	1	51	2	Not applicable.	880
73	test query: singular prevention	Sufficient preventer	0_120_30_90	95	As not a single mouse died after vaccination, it seems likely that the vaccine prevented this	Equation_1	1	62	2	-99	679
75	test query: singular prevention	Sufficient preventer	0_120_30_90	100	None of the vaccinated mice died	Equation_1	1	20	1	No. Everything was alright. Thank You!	773
83	test query: singular prevention	Sufficient preventer	0_120_30_90	50	Few died, and they died in two 'groups' with a brief gap between each. Since so few died, harder to know if vaccine worked	Equation_6	1	20	2	-99	396
86	test query: singular prevention	Sufficient preventer	0_120_30_90	100	None of the vaccinated mice died.  A lot of the unvaccinated mice died.	Equation_1	1	51	1	-99	330
89	test query: singular prevention	Sufficient preventer	0_120_30_90	30	This time, 7/10 mice appeared to live following exposure when unvaccinated. Therefore, 30% of the mice likely lived in the vaccination group due to that vaccination.	Equation_6	1	21	1	-99	635
90	test query: singular prevention	Sufficient preventer	0_120_30_90	100	all of the mice in the vaccinated group survived whereas the unvaccinated group majority died all the mice on the left that survived had one thing in common which was the vaccination leading to believe that it was the cause that lead to mice on the left to survive	Equation_1	1	19	1	-99	425
98	test query: singular prevention	Sufficient preventer	0_120_30_90	100	No mice died in the vaccinated group.  In the control, many died.	Equation_1	1	37	2	-99	897
